Transcript,Protein,Num del,Num dup
ENSMMUT00000053428,ENSMMUP00000061043,0,0
ENSMMUT00000053189,ENSMMUP00000051692,0,0
ENSMMUT00000011734,ENSMMUP00000011004,0,0
ENSMMUT00000011739,ENSMMUP00000011008,1,0
ENSMMUT00000011742,ENSMMUP00000011011,0,0
ENSMMUT00000057558,ENSMMUP00000048048,0,0
ENSMMUT00000010006,ENSMMUP00000009392,0,0
ENSMMUT00000076511,ENSMMUP00000046657,1,0
ENSMMUT00000032498,ENSMMUP00000030409,0,0
ENSMMUT00000020734,ENSMMUP00000040736,0,0
ENSMMUT00000019076,ENSMMUP00000017866,0,0
ENSMMUT00000003946,ENSMMUP00000003728,0,0
ENSMMUT00000032689,ENSMMUP00000030588,0,0
ENSMMUT00000042424,ENSMMUP00000035427,0,0
ENSMMUT00000042425,ENSMMUP00000035428,0,0
ENSMMUT00000032917,ENSMMUP00000030800,0,0
ENSMMUT00000074153,ENSMMUP00000046216,0,0
ENSMMUT00000028425,ENSMMUP00000026600,1,0
ENSMMUT00000075465,ENSMMUP00000045063,0,0
ENSMMUT00000026375,ENSMMUP00000024690,0,0
ENSMMUT00000001047,ENSMMUP00000000981,0,0
ENSMMUT00000023767,ENSMMUP00000022244,0,0
ENSMMUT00000023769,ENSMMUP00000022246,0,0
ENSMMUT00000029338,ENSMMUP00000027451,0,0
ENSMMUT00000077970,ENSMMUP00000058172,0,0
ENSMMUT00000042436,ENSMMUP00000035440,0,0
ENSMMUT00000032569,ENSMMUP00000030477,0,0
ENSMMUT00000021159,ENSMMUP00000019785,1,0
ENSMMUT00000018813,ENSMMUP00000017618,0,0
ENSMMUT00000061512,ENSMMUP00000056070,1,0
ENSMMUT00000007452,ENSMMUP00000007002,0,0
ENSMMUT00000030526,ENSMMUP00000028567,0,0
ENSMMUT00000058399,ENSMMUP00000060042,0,0
ENSMMUT00000030793,ENSMMUP00000028820,0,0
ENSMMUT00000030792,ENSMMUP00000028819,0,0
ENSMMUT00000066349,ENSMMUP00000041478,0,0
ENSMMUT00000057959,ENSMMUP00000042297,0,0
ENSMMUT00000059893,ENSMMUP00000045343,0,0
ENSMMUT00000023895,ENSMMUP00000022366,1,0
ENSMMUT00000023896,ENSMMUP00000022367,0,0
ENSMMUT00000023897,ENSMMUP00000022368,0,0
ENSMMUT00000042450,ENSMMUP00000035454,1,0
ENSMMUT00000072302,ENSMMUP00000047162,1,1
ENSMMUT00000077286,ENSMMUP00000041745,0,0
ENSMMUT00000042456,ENSMMUP00000035460,0,0
ENSMMUT00000042459,ENSMMUP00000035463,1,0
ENSMMUT00000008723,ENSMMUP00000008198,0,0
ENSMMUT00000008726,ENSMMUP00000008201,0,0
ENSMMUT00000008728,ENSMMUP00000008203,0,0
ENSMMUT00000003950,ENSMMUP00000003732,0,0
ENSMMUT00000003953,ENSMMUP00000003735,0,0
ENSMMUT00000055326,ENSMMUP00000051028,0,0
ENSMMUT00000024962,ENSMMUP00000023359,0,0
ENSMMUT00000077341,ENSMMUP00000041739,1,0
ENSMMUT00000001897,ENSMMUP00000035422,0,0
ENSMMUT00000059266,ENSMMUP00000053499,0,0
ENSMMUT00000070041,ENSMMUP00000049564,0,0
ENSMMUT00000065841,ENSMMUP00000047846,0,0
ENSMMUT00000054760,ENSMMUP00000048794,0,0
ENSMMUT00000030994,ENSMMUP00000029010,0,0
ENSMMUT00000001959,ENSMMUP00000001846,1,0
ENSMMUT00000065142,ENSMMUP00000045803,0,0
ENSMMUT00000013110,ENSMMUP00000012288,0,0
ENSMMUT00000042407,ENSMMUP00000035409,0,0
ENSMMUT00000069487,ENSMMUP00000053508,0,0
ENSMMUT00000021445,ENSMMUP00000020058,0,0
ENSMMUT00000021449,ENSMMUP00000020061,0,0
ENSMMUT00000070994,ENSMMUP00000051935,0,0
ENSMMUT00000011403,ENSMMUP00000010687,0,0
ENSMMUT00000011404,ENSMMUP00000010688,0,0
ENSMMUT00000042405,ENSMMUP00000035407,0,0
ENSMMUT00000002468,ENSMMUP00000002334,0,0
ENSMMUT00000032522,ENSMMUP00000030431,0,0
ENSMMUT00000008047,ENSMMUP00000007565,0,0
ENSMMUT00000008048,ENSMMUP00000007566,0,0
ENSMMUT00000008051,ENSMMUP00000007569,0,0
ENSMMUT00000008052,ENSMMUP00000007570,0,0
ENSMMUT00000025379,ENSMMUP00000023743,0,0
ENSMMUT00000025380,ENSMMUP00000023744,0,0
ENSMMUT00000062633,ENSMMUP00000048323,0,0
ENSMMUT00000025383,ENSMMUP00000023747,0,0
ENSMMUT00000042392,ENSMMUP00000035393,0,0
ENSMMUT00000003717,ENSMMUP00000003511,0,0
ENSMMUT00000024841,ENSMMUP00000023250,0,0
ENSMMUT00000069787,ENSMMUP00000058962,1,0
ENSMMUT00000028060,ENSMMUP00000026253,0,0
ENSMMUT00000007830,ENSMMUP00000007357,0,0
ENSMMUT00000002598,ENSMMUP00000002453,0,0
ENSMMUT00000063902,ENSMMUP00000059773,0,0
ENSMMUT00000013456,ENSMMUP00000012608,1,0
ENSMMUT00000003714,ENSMMUP00000003508,0,0
ENSMMUT00000014220,ENSMMUP00000013318,0,0
ENSMMUT00000066573,ENSMMUP00000053155,0,0
ENSMMUT00000076052,ENSMMUP00000042771,0,0
ENSMMUT00000027810,ENSMMUP00000026017,0,0
ENSMMUT00000005143,ENSMMUP00000004846,0,0
ENSMMUT00000058815,ENSMMUP00000050771,0,0
ENSMMUT00000021604,ENSMMUP00000020208,0,0
ENSMMUT00000006315,ENSMMUP00000005939,0,0
ENSMMUT00000029729,ENSMMUP00000027823,0,0
ENSMMUT00000063782,ENSMMUP00000044928,0,0
ENSMMUT00000009349,ENSMMUP00000008784,0,0
ENSMMUT00000078860,ENSMMUP00000047496,0,0
ENSMMUT00000053952,ENSMMUP00000055029,0,0
ENSMMUT00000027027,ENSMMUP00000025285,0,0
ENSMMUT00000042358,ENSMMUP00000035358,0,0
ENSMMUT00000067874,ENSMMUP00000052222,0,0
ENSMMUT00000060460,ENSMMUP00000044751,0,0
ENSMMUT00000016672,ENSMMUP00000015617,0,0
ENSMMUT00000061214,ENSMMUP00000047762,0,0
ENSMMUT00000070154,ENSMMUP00000049854,0,0
ENSMMUT00000074235,ENSMMUP00000042186,0,0
ENSMMUT00000065970,ENSMMUP00000060905,0,0
ENSMMUT00000062853,ENSMMUP00000042386,0,0
ENSMMUT00000009615,ENSMMUP00000009035,0,0
ENSMMUT00000005204,ENSMMUP00000004901,0,0
ENSMMUT00000013526,ENSMMUP00000012673,0,0
ENSMMUT00000024789,ENSMMUP00000023199,0,0
ENSMMUT00000000347,ENSMMUP00000000326,0,0
ENSMMUT00000060999,ENSMMUP00000047731,0,0
ENSMMUT00000055084,ENSMMUP00000045535,0,0
ENSMMUT00000063760,ENSMMUP00000056262,0,0
ENSMMUT00000004753,ENSMMUP00000004480,1,0
ENSMMUT00000056062,ENSMMUP00000042912,0,0
ENSMMUT00000042348,ENSMMUP00000035347,0,0
ENSMMUT00000023538,ENSMMUP00000022021,0,0
ENSMMUT00000003432,ENSMMUP00000003242,0,0
ENSMMUT00000006335,ENSMMUP00000005959,0,0
ENSMMUT00000003436,ENSMMUP00000003246,0,0
ENSMMUT00000003914,ENSMMUP00000003698,0,0
ENSMMUT00000042337,ENSMMUP00000035337,0,0
ENSMMUT00000065037,ENSMMUP00000057228,0,0
ENSMMUT00000012346,ENSMMUP00000011579,0,0
ENSMMUT00000055011,ENSMMUP00000052492,0,0
ENSMMUT00000011959,ENSMMUP00000011218,0,0
ENSMMUT00000019439,ENSMMUP00000018203,0,0
ENSMMUT00000042330,ENSMMUP00000035329,0,0
ENSMMUT00000066442,ENSMMUP00000043486,0,0
ENSMMUT00000078530,ENSMMUP00000060454,0,0
ENSMMUT00000015858,ENSMMUP00000014859,0,0
ENSMMUT00000042326,ENSMMUP00000035325,0,0
ENSMMUT00000042325,ENSMMUP00000035324,0,0
ENSMMUT00000021315,ENSMMUP00000019934,0,0
ENSMMUT00000003798,ENSMMUP00000003589,0,0
ENSMMUT00000001476,ENSMMUP00000001387,0,0
ENSMMUT00000068155,ENSMMUP00000044852,0,0
ENSMMUT00000042318,ENSMMUP00000035318,0,0
ENSMMUT00000016859,ENSMMUP00000015789,0,0
ENSMMUT00000030091,ENSMMUP00000028161,0,0
ENSMMUT00000042316,ENSMMUP00000035316,0,0
ENSMMUT00000017607,ENSMMUP00000016488,0,0
ENSMMUT00000042311,ENSMMUP00000035310,0,0
ENSMMUT00000018338,ENSMMUP00000017169,0,0
ENSMMUT00000071285,ENSMMUP00000052781,0,0
ENSMMUT00000029446,ENSMMUP00000027553,0,0
ENSMMUT00000032058,ENSMMUP00000029995,0,0
ENSMMUT00000022201,ENSMMUP00000020771,0,0
ENSMMUT00000053242,ENSMMUP00000055161,0,0
ENSMMUT00000042297,ENSMMUP00000035298,0,0
ENSMMUT00000025170,ENSMMUP00000023548,0,0
ENSMMUT00000072051,ENSMMUP00000044877,0,0
ENSMMUT00000059734,ENSMMUP00000044823,0,0
ENSMMUT00000012962,ENSMMUP00000012150,0,0
ENSMMUT00000017986,ENSMMUP00000016844,0,0
ENSMMUT00000042291,ENSMMUP00000035293,0,0
ENSMMUT00000075326,ENSMMUP00000057355,0,0
ENSMMUT00000013292,ENSMMUP00000012458,0,0
ENSMMUT00000075189,ENSMMUP00000046909,0,0
ENSMMUT00000067764,ENSMMUP00000042481,0,0
ENSMMUT00000030642,ENSMMUP00000028678,0,0
ENSMMUT00000075034,ENSMMUP00000054023,0,0
ENSMMUT00000030644,ENSMMUP00000028680,0,0
ENSMMUT00000058403,ENSMMUP00000050524,0,0
ENSMMUT00000026179,ENSMMUP00000024501,0,0
ENSMMUT00000026181,ENSMMUP00000024503,1,0
ENSMMUT00000061838,ENSMMUP00000043159,0,0
ENSMMUT00000078289,ENSMMUP00000049734,0,0
ENSMMUT00000009386,ENSMMUP00000008819,0,0
ENSMMUT00000009387,ENSMMUP00000008820,0,0
ENSMMUT00000076475,ENSMMUP00000048173,0,0
ENSMMUT00000079188,ENSMMUP00000056804,0,0
ENSMMUT00000042275,ENSMMUP00000035277,0,0
ENSMMUT00000020633,ENSMMUP00000019307,0,0
ENSMMUT00000078045,ENSMMUP00000057681,0,0
ENSMMUT00000069478,ENSMMUP00000047259,0,0
ENSMMUT00000078431,ENSMMUP00000042711,0,0
ENSMMUT00000029770,ENSMMUP00000027862,0,0
ENSMMUT00000059390,ENSMMUP00000057878,0,0
ENSMMUT00000078290,ENSMMUP00000048470,0,0
ENSMMUT00000077261,ENSMMUP00000060115,0,0
ENSMMUT00000063138,ENSMMUP00000059077,0,0
ENSMMUT00000021521,ENSMMUP00000020129,0,0
ENSMMUT00000005646,ENSMMUP00000005314,0,0
ENSMMUT00000018725,ENSMMUP00000017538,0,0
ENSMMUT00000018721,ENSMMUP00000017534,0,0
ENSMMUT00000070888,ENSMMUP00000043625,0,0
ENSMMUT00000031386,ENSMMUP00000029368,0,0
ENSMMUT00000071713,ENSMMUP00000045575,0,0
ENSMMUT00000011900,ENSMMUP00000011159,0,0
ENSMMUT00000011898,ENSMMUP00000011157,0,0
ENSMMUT00000011886,ENSMMUP00000011146,0,0
ENSMMUT00000070591,ENSMMUP00000045268,0,0
ENSMMUT00000058985,ENSMMUP00000048148,0,0
ENSMMUT00000076576,ENSMMUP00000047905,0,0
ENSMMUT00000022148,ENSMMUP00000020721,0,0
ENSMMUT00000018957,ENSMMUP00000017754,0,0
ENSMMUT00000019698,ENSMMUP00000018442,0,0
ENSMMUT00000073316,ENSMMUP00000048841,1,0
ENSMMUT00000012689,ENSMMUP00000011899,0,0
ENSMMUT00000014465,ENSMMUP00000013550,0,0
ENSMMUT00000027910,ENSMMUP00000026112,1,0
ENSMMUT00000056494,ENSMMUP00000059910,0,0
ENSMMUT00000012686,ENSMMUP00000011896,0,0
ENSMMUT00000004717,ENSMMUP00000004447,0,0
ENSMMUT00000065370,ENSMMUP00000047253,0,0
ENSMMUT00000004709,ENSMMUP00000004441,0,0
ENSMMUT00000024385,ENSMMUP00000022823,0,0
ENSMMUT00000030935,ENSMMUP00000035248,0,0
ENSMMUT00000010299,ENSMMUP00000009663,0,0
ENSMMUT00000020339,ENSMMUP00000019037,0,0
ENSMMUT00000042246,ENSMMUP00000035246,0,0
ENSMMUT00000070752,ENSMMUP00000048806,0,0
ENSMMUT00000003653,ENSMMUP00000003452,0,1
ENSMMUT00000042226,ENSMMUP00000035225,0,0
ENSMMUT00000008343,ENSMMUP00000007838,0,0
ENSMMUT00000057485,ENSMMUP00000057408,0,0
ENSMMUT00000032613,ENSMMUP00000030517,0,0
ENSMMUT00000066857,ENSMMUP00000050075,0,0
ENSMMUT00000005124,ENSMMUP00000004828,0,0
ENSMMUT00000027964,ENSMMUP00000026161,0,0
ENSMMUT00000027962,ENSMMUP00000026160,0,0
ENSMMUT00000016616,ENSMMUP00000015565,0,0
ENSMMUT00000025565,ENSMMUP00000023921,0,0
ENSMMUT00000029421,ENSMMUP00000027528,0,0
ENSMMUT00000060497,ENSMMUP00000054842,0,0
ENSMMUT00000029414,ENSMMUP00000027521,0,0
ENSMMUT00000063841,ENSMMUP00000046084,0,0
ENSMMUT00000029409,ENSMMUP00000027517,0,0
ENSMMUT00000057639,ENSMMUP00000058327,0,0
ENSMMUT00000029401,ENSMMUP00000027510,0,0
ENSMMUT00000073908,ENSMMUP00000059613,0,0
ENSMMUT00000029391,ENSMMUP00000027500,0,0
ENSMMUT00000078628,ENSMMUP00000045039,0,0
ENSMMUT00000073326,ENSMMUP00000046974,0,0
ENSMMUT00000054163,ENSMMUP00000051913,0,0
ENSMMUT00000024605,ENSMMUP00000023031,0,0
ENSMMUT00000056972,ENSMMUP00000043637,0,0
ENSMMUT00000022059,ENSMMUP00000020636,0,0
ENSMMUT00000042206,ENSMMUP00000035205,0,0
ENSMMUT00000003043,ENSMMUP00000002875,0,0
ENSMMUT00000077850,ENSMMUP00000052876,0,0
ENSMMUT00000062340,ENSMMUP00000042917,0,0
ENSMMUT00000055350,ENSMMUP00000042458,0,0
ENSMMUT00000042205,ENSMMUP00000035204,0,0
ENSMMUT00000012834,ENSMMUP00000012031,0,0
ENSMMUT00000047987,ENSMMUP00000041026,0,0
ENSMMUT00000073785,ENSMMUP00000054313,0,0
ENSMMUT00000003274,ENSMMUP00000003091,0,0
ENSMMUT00000071494,ENSMMUP00000046895,0,0
ENSMMUT00000064042,ENSMMUP00000044600,0,0
ENSMMUT00000021811,ENSMMUP00000020400,0,0
ENSMMUT00000076476,ENSMMUP00000059279,0,0
ENSMMUT00000025054,ENSMMUP00000023439,0,0
ENSMMUT00000011700,ENSMMUP00000010972,0,0
ENSMMUT00000006406,ENSMMUP00000006024,0,0
ENSMMUT00000077060,ENSMMUP00000051765,0,0
ENSMMUT00000074566,ENSMMUP00000043026,0,0
ENSMMUT00000075180,ENSMMUP00000051379,0,0
ENSMMUT00000001835,ENSMMUP00000001731,0,0
ENSMMUT00000005431,ENSMMUP00000045026,0,0
ENSMMUT00000005427,ENSMMUP00000005111,0,0
ENSMMUT00000005423,ENSMMUP00000005107,0,0
ENSMMUT00000005422,ENSMMUP00000005106,0,0
ENSMMUT00000005421,ENSMMUP00000005105,0,0
ENSMMUT00000062341,ENSMMUP00000058014,0,0
ENSMMUT00000001135,ENSMMUP00000001064,0,0
ENSMMUT00000078648,ENSMMUP00000055751,0,0
ENSMMUT00000025259,ENSMMUP00000023632,0,0
ENSMMUT00000066941,ENSMMUP00000060976,0,0
ENSMMUT00000032688,ENSMMUP00000030587,0,0
ENSMMUT00000022534,ENSMMUP00000021080,1,0
ENSMMUT00000042112,ENSMMUP00000035110,0,0
ENSMMUT00000025171,ENSMMUP00000023549,0,0
ENSMMUT00000000551,ENSMMUP00000000506,0,0
ENSMMUT00000063555,ENSMMUP00000052029,3,0
ENSMMUT00000031428,ENSMMUP00000029407,1,0
ENSMMUT00000019968,ENSMMUP00000018689,0,0
ENSMMUT00000068175,ENSMMUP00000058996,0,0
ENSMMUT00000031091,ENSMMUP00000029101,0,0
ENSMMUT00000042101,ENSMMUP00000035099,0,0
ENSMMUT00000004282,ENSMMUP00000004037,0,0
ENSMMUT00000027226,ENSMMUP00000025470,0,0
ENSMMUT00000042094,ENSMMUP00000035093,0,0
ENSMMUT00000062637,ENSMMUP00000048374,0,0
ENSMMUT00000064625,ENSMMUP00000047783,0,0
ENSMMUT00000009391,ENSMMUP00000008824,0,0
ENSMMUT00000008430,ENSMMUP00000007920,0,0
ENSMMUT00000008429,ENSMMUP00000007919,0,0
ENSMMUT00000072769,ENSMMUP00000053531,0,0
ENSMMUT00000031326,ENSMMUP00000029312,0,0
ENSMMUT00000070811,ENSMMUP00000048004,0,0
ENSMMUT00000057024,ENSMMUP00000047067,0,0
ENSMMUT00000066188,ENSMMUP00000054584,0,0
ENSMMUT00000042085,ENSMMUP00000035083,0,0
ENSMMUT00000064058,ENSMMUP00000058991,0,0
ENSMMUT00000006595,ENSMMUP00000006204,0,0
ENSMMUT00000009162,ENSMMUP00000008608,0,0
ENSMMUT00000018020,ENSMMUP00000016873,0,0
ENSMMUT00000005943,ENSMMUP00000005598,0,0
ENSMMUT00000020725,ENSMMUP00000019394,0,0
ENSMMUT00000042078,ENSMMUP00000035077,0,0
ENSMMUT00000057961,ENSMMUP00000059551,0,0
ENSMMUT00000075312,ENSMMUP00000041821,2,0
ENSMMUT00000000492,ENSMMUP00000000456,2,0
ENSMMUT00000033377,ENSMMUP00000031237,0,0
ENSMMUT00000066986,ENSMMUP00000051518,0,0
ENSMMUT00000015517,ENSMMUP00000014532,0,0
ENSMMUT00000003205,ENSMMUP00000003025,0,0
ENSMMUT00000065009,ENSMMUP00000056059,0,0
ENSMMUT00000028570,ENSMMUP00000026731,0,0
ENSMMUT00000000803,ENSMMUP00000000743,0,0
ENSMMUT00000005351,ENSMMUP00000005039,0,0
ENSMMUT00000054477,ENSMMUP00000044898,0,0
ENSMMUT00000013117,ENSMMUP00000012295,0,0
ENSMMUT00000013116,ENSMMUP00000012294,0,0
ENSMMUT00000059317,ENSMMUP00000056704,1,0
ENSMMUT00000020299,ENSMMUP00000019000,1,0
ENSMMUT00000070329,ENSMMUP00000043813,0,0
ENSMMUT00000065300,ENSMMUP00000051303,0,0
ENSMMUT00000071760,ENSMMUP00000043434,3,0
ENSMMUT00000019662,ENSMMUP00000018411,0,0
ENSMMUT00000069289,ENSMMUP00000047075,0,0
ENSMMUT00000031701,ENSMMUP00000029659,0,0
ENSMMUT00000026463,ENSMMUP00000024771,0,0
ENSMMUT00000068475,ENSMMUP00000060146,0,0
ENSMMUT00000025000,ENSMMUP00000023393,0,0
ENSMMUT00000064516,ENSMMUP00000058265,0,0
ENSMMUT00000073078,ENSMMUP00000044520,0,0
ENSMMUT00000008851,ENSMMUP00000008321,0,0
ENSMMUT00000022976,ENSMMUP00000021488,0,0
ENSMMUT00000022971,ENSMMUP00000021483,0,0
ENSMMUT00000059167,ENSMMUP00000055952,0,0
ENSMMUT00000064137,ENSMMUP00000048094,0,0
ENSMMUT00000013859,ENSMMUP00000012986,0,0
ENSMMUT00000032963,ENSMMUP00000030844,0,0
ENSMMUT00000073388,ENSMMUP00000050472,0,0
ENSMMUT00000072204,ENSMMUP00000045925,0,0
ENSMMUT00000054473,ENSMMUP00000057664,0,0
ENSMMUT00000042051,ENSMMUP00000035053,0,0
ENSMMUT00000062505,ENSMMUP00000051902,1,0
ENSMMUT00000053657,ENSMMUP00000059763,0,0
ENSMMUT00000002713,ENSMMUP00000002565,0,0
ENSMMUT00000014117,ENSMMUP00000013221,0,0
ENSMMUT00000070751,ENSMMUP00000051249,0,0
ENSMMUT00000017770,ENSMMUP00000016642,0,0
ENSMMUT00000022045,ENSMMUP00000020623,0,0
ENSMMUT00000075172,ENSMMUP00000051489,0,0
ENSMMUT00000057885,ENSMMUP00000043226,0,0
ENSMMUT00000078315,ENSMMUP00000057090,0,0
ENSMMUT00000008951,ENSMMUP00000008416,0,0
ENSMMUT00000024475,ENSMMUP00000022909,0,0
ENSMMUT00000076870,ENSMMUP00000043558,0,0
ENSMMUT00000024476,ENSMMUP00000022910,0,0
ENSMMUT00000024460,ENSMMUP00000022894,1,0
ENSMMUT00000068555,ENSMMUP00000058342,0,0
ENSMMUT00000011123,ENSMMUP00000010430,0,0
ENSMMUT00000067412,ENSMMUP00000049550,0,0
ENSMMUT00000078649,ENSMMUP00000060673,0,0
ENSMMUT00000074547,ENSMMUP00000051855,0,0
ENSMMUT00000026630,ENSMMUP00000024922,0,0
ENSMMUT00000011996,ENSMMUP00000011253,0,0
ENSMMUT00000042034,ENSMMUP00000035036,1,0
ENSMMUT00000002439,ENSMMUP00000002307,1,0
ENSMMUT00000005281,ENSMMUP00000004975,0,0
ENSMMUT00000057588,ENSMMUP00000042292,0,0
ENSMMUT00000005288,ENSMMUP00000004982,0,0
ENSMMUT00000019764,ENSMMUP00000018502,0,0
ENSMMUT00000069585,ENSMMUP00000058755,0,0
ENSMMUT00000062701,ENSMMUP00000054645,0,0
ENSMMUT00000026753,ENSMMUP00000025031,0,0
ENSMMUT00000065118,ENSMMUP00000054613,0,0
ENSMMUT00000026757,ENSMMUP00000025035,0,0
ENSMMUT00000026760,ENSMMUP00000025038,0,0
ENSMMUT00000014096,ENSMMUP00000013202,0,0
ENSMMUT00000015531,ENSMMUP00000014545,0,0
ENSMMUT00000015529,ENSMMUP00000014544,0,0
ENSMMUT00000015528,ENSMMUP00000014543,0,0
ENSMMUT00000042016,ENSMMUP00000035021,0,0
ENSMMUT00000012297,ENSMMUP00000011535,0,0
ENSMMUT00000012302,ENSMMUP00000011540,0,0
ENSMMUT00000006449,ENSMMUP00000006063,0,0
ENSMMUT00000057247,ENSMMUP00000054182,0,0
ENSMMUT00000014431,ENSMMUP00000013519,0,0
ENSMMUT00000014435,ENSMMUP00000013523,0,0
ENSMMUT00000014157,ENSMMUP00000013259,0,0
ENSMMUT00000014158,ENSMMUP00000013260,0,0
ENSMMUT00000014161,ENSMMUP00000013263,0,0
ENSMMUT00000063443,ENSMMUP00000049331,0,0
ENSMMUT00000068393,ENSMMUP00000047305,0,0
ENSMMUT00000065428,ENSMMUP00000044243,0,0
ENSMMUT00000061659,ENSMMUP00000050306,0,0
ENSMMUT00000030961,ENSMMUP00000028978,0,0
ENSMMUT00000041997,ENSMMUP00000035004,3,0
ENSMMUT00000003351,ENSMMUP00000003163,2,0
ENSMMUT00000072378,ENSMMUP00000055017,0,0
ENSMMUT00000003352,ENSMMUP00000003164,0,0
ENSMMUT00000031286,ENSMMUP00000029277,0,0
ENSMMUT00000031288,ENSMMUP00000029279,0,0
ENSMMUT00000031299,ENSMMUP00000029290,0,0
ENSMMUT00000009385,ENSMMUP00000008818,0,0
ENSMMUT00000008840,ENSMMUP00000008310,0,0
ENSMMUT00000064923,ENSMMUP00000049078,1,0
ENSMMUT00000031534,ENSMMUP00000029506,0,0
ENSMMUT00000077011,ENSMMUP00000054344,0,0
ENSMMUT00000059797,ENSMMUP00000058889,0,0
ENSMMUT00000060309,ENSMMUP00000052956,0,0
ENSMMUT00000015466,ENSMMUP00000014486,0,0
ENSMMUT00000077949,ENSMMUP00000060010,0,0
ENSMMUT00000005020,ENSMMUP00000004729,0,0
ENSMMUT00000015460,ENSMMUP00000014482,0,0
ENSMMUT00000022453,ENSMMUP00000021005,0,0
ENSMMUT00000054728,ENSMMUP00000051649,0,0
ENSMMUT00000041965,ENSMMUP00000034974,0,0
ENSMMUT00000026336,ENSMMUP00000024652,0,0
ENSMMUT00000041963,ENSMMUP00000034972,1,0
ENSMMUT00000022454,ENSMMUP00000021006,0,0
ENSMMUT00000012716,ENSMMUP00000011925,0,0
ENSMMUT00000026334,ENSMMUP00000024650,0,0
ENSMMUT00000074896,ENSMMUP00000053671,0,0
ENSMMUT00000012722,ENSMMUP00000011931,0,0
ENSMMUT00000066107,ENSMMUP00000051475,0,0
ENSMMUT00000009552,ENSMMUP00000008977,0,0
ENSMMUT00000061705,ENSMMUP00000058258,0,0
ENSMMUT00000009557,ENSMMUP00000008982,0,0
ENSMMUT00000009559,ENSMMUP00000008984,0,0
ENSMMUT00000061943,ENSMMUP00000052760,1,0
ENSMMUT00000006497,ENSMMUP00000006110,1,0
ENSMMUT00000011801,ENSMMUP00000011067,0,0
ENSMMUT00000041938,ENSMMUP00000034948,0,0
ENSMMUT00000005292,ENSMMUP00000004986,0,0
ENSMMUT00000054639,ENSMMUP00000044025,1,0
ENSMMUT00000078253,ENSMMUP00000047414,0,0
ENSMMUT00000068706,ENSMMUP00000047043,0,0
ENSMMUT00000077562,ENSMMUP00000052729,0,0
ENSMMUT00000075586,ENSMMUP00000049914,0,0
ENSMMUT00000015677,ENSMMUP00000014685,0,0
ENSMMUT00000067863,ENSMMUP00000041573,0,0
ENSMMUT00000073896,ENSMMUP00000044235,1,0
ENSMMUT00000041920,ENSMMUP00000034930,0,0
ENSMMUT00000008408,ENSMMUP00000048981,0,0
ENSMMUT00000002307,ENSMMUP00000002180,0,0
ENSMMUT00000058325,ENSMMUP00000053134,0,0
ENSMMUT00000077399,ENSMMUP00000044008,0,0
ENSMMUT00000066365,ENSMMUP00000043367,0,0
ENSMMUT00000065543,ENSMMUP00000041949,0,0
ENSMMUT00000076544,ENSMMUP00000041884,0,0
ENSMMUT00000067740,ENSMMUP00000048028,0,0
ENSMMUT00000015310,ENSMMUP00000014348,0,0
ENSMMUT00000005760,ENSMMUP00000005423,0,0
ENSMMUT00000023909,ENSMMUP00000022380,0,0
ENSMMUT00000025056,ENSMMUP00000023441,1,0
ENSMMUT00000057514,ENSMMUP00000053105,0,0
ENSMMUT00000016335,ENSMMUP00000015305,0,0
ENSMMUT00000027969,ENSMMUP00000026166,0,0
ENSMMUT00000009884,ENSMMUP00000009279,0,0
ENSMMUT00000032708,ENSMMUP00000030606,0,0
ENSMMUT00000041787,ENSMMUP00000043172,0,0
ENSMMUT00000075984,ENSMMUP00000058770,0,0
ENSMMUT00000012685,ENSMMUP00000050826,0,0
ENSMMUT00000016676,ENSMMUP00000015620,0,0
ENSMMUT00000079099,ENSMMUP00000059814,0,0
ENSMMUT00000024884,ENSMMUP00000023287,0,0
ENSMMUT00000060816,ENSMMUP00000049503,0,0
ENSMMUT00000057580,ENSMMUP00000048402,0,0
ENSMMUT00000011418,ENSMMUP00000010702,0,0
ENSMMUT00000011422,ENSMMUP00000010706,0,0
ENSMMUT00000056140,ENSMMUP00000051678,0,0
ENSMMUT00000029864,ENSMMUP00000027947,0,0
ENSMMUT00000029863,ENSMMUP00000027946,0,0
ENSMMUT00000041886,ENSMMUP00000034897,0,0
ENSMMUT00000062342,ENSMMUP00000046786,0,0
ENSMMUT00000014024,ENSMMUP00000013133,0,0
ENSMMUT00000070321,ENSMMUP00000056252,0,0
ENSMMUT00000062634,ENSMMUP00000047939,0,0
ENSMMUT00000007768,ENSMMUP00000007298,0,0
ENSMMUT00000015854,ENSMMUP00000014855,0,0
ENSMMUT00000006207,ENSMMUP00000005839,0,0
ENSMMUT00000075879,ENSMMUP00000043989,0,0
ENSMMUT00000063747,ENSMMUP00000059978,0,0
ENSMMUT00000075777,ENSMMUP00000053470,0,0
ENSMMUT00000021865,ENSMMUP00000020450,0,0
ENSMMUT00000069163,ENSMMUP00000043294,0,0
ENSMMUT00000019761,ENSMMUP00000034886,0,0
ENSMMUT00000019762,ENSMMUP00000018500,0,0
ENSMMUT00000033188,ENSMMUP00000031058,0,0
ENSMMUT00000025168,ENSMMUP00000023546,0,0
ENSMMUT00000022533,ENSMMUP00000034881,0,0
ENSMMUT00000075462,ENSMMUP00000048873,0,0
ENSMMUT00000041869,ENSMMUP00000034878,0,0
