Transcript,Protein,Num del,Num dup
ENST00000436451,ENSP00000413304,0,0
ENST00000390270,ENSP00000374805,0,0
ENST00000390271,ENSP00000374806,0,0
ENST00000483379,ENSP00000418292,0,0
ENST00000492446,ENSP00000418200,0,0
ENST00000417279,ENSP00000403672,0,0
ENST00000390277,ENSP00000374812,0,0
ENST00000611391,ENSP00000480959,0,0
ENST00000377032,ENSP00000482464,0,0
ENST00000390278,ENSP00000374813,0,0
ENST00000468879,ENSP00000417961,0,0
ENST00000471857,ENSP00000420285,0,0
ENST00000443397,ENSP00000402914,0,0
ENST00000561882,ENSP00000456868,0,0
ENST00000295201,ENSP00000295201,0,0
ENST00000309988,ENSP00000310880,0,0
ENST00000272418,ENSP00000272418,0,0
ENST00000411425,ENSP00000405509,0,0
ENST00000611147,ENSP00000482030,0,0
ENST00000425953,ENSP00000478941,0,0
ENST00000317668,ENSP00000318520,0,0
ENST00000295225,ENSP00000295225,0,0
ENST00000447036,ENSP00000406424,0,0
ENST00000272395,ENSP00000272395,0,0
ENST00000456556,ENSP00000403302,0,0
ENST00000434632,ENSP00000389395,0,0
ENST00000620793,ENSP00000480573,0,0
ENST00000342380,ENSP00000343674,0,0
ENST00000288943,ENSP00000288943,0,0
ENST00000337288,ENSP00000338030,0,0
ENST00000258439,ENSP00000258439,0,0
ENST00000488633,ENSP00000418287,0,0
ENST00000323853,ENSP00000317123,0,0
ENST00000420728,ENSP00000396552,0,0
ENST00000240423,ENSP00000240423,0,0
ENST00000451794,ENSP00000478591,0,0
ENST00000357485,ENSP00000350078,0,0
ENST00000431828,ENSP00000396749,0,0
ENST00000377079,ENSP00000366280,0,0
ENST00000377075,ENSP00000366275,0,0
ENST00000305510,ENSP00000305449,0,0
ENST00000418232,ENSP00000398987,0,0
ENST00000393537,ENSP00000377170,0,0
ENST00000305476,ENSP00000306844,0,0
ENST00000490605,ENSP00000429896,0,1
ENST00000414820,ENSP00000410470,0,0
ENST00000420699,ENSP00000391950,0,0
ENST00000258459,ENSP00000481149,0,1
ENST00000258424,ENSP00000258424,0,0
ENST00000289228,ENSP00000289228,0,0
ENST00000264972,ENSP00000264972,0,0
ENST00000186436,ENSP00000186436,0,0
ENST00000477737,ENSP00000417955,0,0
ENST00000409937,ENSP00000386761,1,0
ENST00000074304,ENSP00000074304,0,0
ENST00000328709,ENSP00000330730,0,0
ENST00000409347,ENSP00000386466,0,0
ENST00000264968,ENSP00000264968,0,0
ENST00000397899,ENSP00000380996,1,0
ENST00000393483,ENSP00000377123,1,0
ENST00000424491,ENSP00000390891,0,0
ENST00000393473,ENSP00000377115,0,0
ENST00000410042,ENSP00000387111,0,0
ENST00000289359,ENSP00000289359,0,0
ENST00000409841,ENSP00000386752,0,0
ENST00000409238,ENSP00000386939,0,0
ENST00000308528,ENSP00000311320,0,0
ENST00000264255,ENSP00000264255,0,0
ENST00000289371,ENSP00000289371,0,0
ENST00000258428,ENSP00000258428,0,0
ENST00000409579,ENSP00000386834,3,0
ENST00000393437,ENSP00000377086,0,0
ENST00000409701,ENSP00000387309,0,0
ENST00000376865,ENSP00000366061,0,0
ENST00000264254,ENSP00000264254,0,0
ENST00000335681,ENSP00000338283,1,0
ENST00000409038,ENSP00000386737,0,0
ENST00000409318,ENSP00000386856,0,0
ENST00000289382,ENSP00000289382,0,0
ENST00000295317,ENSP00000295317,0,0
ENST00000324768,ENSP00000315203,0,0
ENST00000625522,ENSP00000486116,0,0
ENST00000393414,ENSP00000377066,0,0
ENST00000410023,ENSP00000386380,1,0
ENST00000264257,ENSP00000264257,1,0
ENST00000233954,ENSP00000233954,0,0
ENST00000410040,ENSP00000386663,1,0
ENST00000264260,ENSP00000264260,0,0
ENST00000295269,ENSP00000295269,0,0
ENST00000233969,ENSP00000233969,0,0
ENST00000258436,ENSP00000258436,0,0
ENST00000412401,ENSP00000394178,0,0
ENST00000361360,ENSP00000355001,0,0
ENST00000258455,ENSP00000258455,0,0
ENST00000258456,ENSP00000258456,0,0
ENST00000258449,ENSP00000258449,0,0
ENST00000258457,ENSP00000258457,0,0
ENST00000409177,ENSP00000386892,0,0
ENST00000233154,ENSP00000233154,0,0
ENST00000238044,ENSP00000238044,0,0
ENST00000283148,ENSP00000283148,0,0
ENST00000304514,ENSP00000303659,2,0
ENST00000361686,ENSP00000355273,1,0
ENST00000408999,ENSP00000386810,0,0
ENST00000409059,ENSP00000387346,0,0
ENST00000329106,ENSP00000333310,0,0
ENST00000437390,ENSP00000399651,0,0
ENST00000272452,ENSP00000272452,0,0
ENST00000309863,ENSP00000307939,0,0
ENST00000338045,ENSP00000337598,0,0
ENST00000283195,ENSP00000283195,0,0
ENST00000295124,ENSP00000295124,1,0
ENST00000376651,ENSP00000365839,0,0
ENST00000309415,ENSP00000309186,2,0
ENST00000356688,ENSP00000349116,0,0
ENST00000356454,ENSP00000365830,0,0
ENST00000016946,ENSP00000016946,2,0
ENST00000480744,ENSP00000488486,1,0
ENST00000272462,ENSP00000272462,0,0
ENST00000316534,ENSP00000313169,0,0
ENST00000414416,ENSP00000485216,0,0
ENST00000603767,ENSP00000473841,0,0
ENST00000632897,ENSP00000488340,0,0
ENST00000329516,ENSP00000330842,0,0
ENST00000302759,ENSP00000302530,0,0
ENST00000439055,ENSP00000407761,0,0
ENST00000393256,ENSP00000376943,0,0
ENST00000341068,ENSP00000339109,0,0
ENST00000421804,ENSP00000389152,0,0
ENST00000283206,ENSP00000283206,0,0
ENST00000331203,ENSP00000331411,0,0
ENST00000615791,ENSP00000483976,0,0
ENST00000409871,ENSP00000386764,0,0
ENST00000302558,ENSP00000306637,0,0
ENST00000233336,ENSP00000233336,0,0
ENST00000541869,ENSP00000444136,0,0
ENST00000409719,ENSP00000386994,0,0
ENST00000272542,ENSP00000272542,1,0
ENST00000327581,ENSP00000330247,0,0
ENST00000302450,ENSP00000305204,1,0
ENST00000263339,ENSP00000263339,0,0
ENST00000263341,ENSP00000263341,0,0
ENST00000263326,ENSP00000263326,0,0
ENST00000259205,ENSP00000259205,0,0
ENST00000259211,ENSP00000259211,0,0
ENST00000259213,ENSP00000259213,0,0
ENST00000346807,ENSP00000259212,0,0
ENST00000393197,ENSP00000376893,0,0
ENST00000259206,ENSP00000259206,0,0
ENST00000245796,ENSP00000245796,0,0
ENST00000429538,ENSP00000395498,0,0
ENST00000453673,ENSP00000474395,0,0
ENST00000259199,ENSP00000259199,0,0
ENST00000306507,ENSP00000302756,0,0
ENST00000409875,ENSP00000387229,0,0
ENST00000245680,ENSP00000245680,0,0
ENST00000263238,ENSP00000263238,0,0
ENST00000393147,ENSP00000376855,4,1
ENST00000263239,ENSP00000263239,0,0
ENST00000376300,ENSP00000365477,0,0
ENST00000614681,ENSP00000484179,0,0
ENST00000295206,ENSP00000295206,0,0
ENST00000327097,ENSP00000318916,0,0
ENST00000272520,ENSP00000272520,0,0
ENST00000393110,ENSP00000376822,1,0
ENST00000409466,ENSP00000386302,0,0
ENST00000627305,ENSP00000486361,0,0
ENST00000409826,ENSP00000387015,0,0
ENST00000019103,ENSP00000019103,0,0
ENST00000413369,ENSP00000393222,3,0
ENST00000424086,ENSP00000402661,1,0
ENST00000263708,ENSP00000263708,1,0
ENST00000263713,ENSP00000263713,0,0
ENST00000426077,ENSP00000453399,0,0
ENST00000420510,ENSP00000414224,0,1
ENST00000295228,ENSP00000295228,0,0
ENST00000361492,ENSP00000354586,1,0
ENST00000263707,ENSP00000263707,0,0
ENST00000285814,ENSP00000285814,0,0
ENST00000389682,ENSP00000374332,0,0
ENST00000431078,ENSP00000399013,2,0
ENST00000259254,ENSP00000259254,0,0
ENST00000316724,ENSP00000316779,0,0
ENST00000335247,ENSP00000334128,0,0
ENST00000409947,ENSP00000387246,1,0
ENST00000409048,ENSP00000386679,0,0
ENST00000295321,ENSP00000295321,0,0
ENST00000409816,ENSP00000386461,0,0
ENST00000324938,ENSP00000326888,0,0
ENST00000544369,ENSP00000442982,0,0
ENST00000322313,ENSP00000325377,1,0
ENST00000310981,ENSP00000310803,0,0
ENST00000272645,ENSP00000272645,0,0
ENST00000272647,ENSP00000272647,0,0
ENST00000357702,ENSP00000350333,0,0
ENST00000259253,ENSP00000259253,0,0
ENST00000259241,ENSP00000259241,0,0
ENST00000410061,ENSP00000387307,0,0
ENST00000409914,ENSP00000386786,0,0
ENST00000310463,ENSP00000308873,0,0
ENST00000409031,ENSP00000386531,0,0
ENST00000409255,ENSP00000386419,0,0
ENST00000312988,ENSP00000318197,1,0
ENST00000442217,ENSP00000403480,0,0
ENST00000259239,ENSP00000259239,0,0
ENST00000175756,ENSP00000175756,1,0
ENST00000451531,ENSP00000392718,1,0
ENST00000281882,ENSP00000281882,0,0
ENST00000259216,ENSP00000259216,0,0
ENST00000409602,ENSP00000387176,0,0
ENST00000309926,ENSP00000308908,0,0
ENST00000423981,ENSP00000392700,0,0
ENST00000409359,ENSP00000386794,0,0
ENST00000389915,ENSP00000374565,0,0
ENST00000404460,ENSP00000385609,0,0
ENST00000356920,ENSP00000439189,0,0
ENST00000309451,ENSP00000311500,0,0
ENST00000321253,ENSP00000326042,0,0
ENST00000295171,ENSP00000295171,0,0
ENST00000409867,ENSP00000386398,0,0
ENST00000329321,ENSP00000327417,0,0
ENST00000397463,ENSP00000380605,0,0
ENST00000409261,ENSP00000387128,3,0
ENST00000409645,ENSP00000386377,2,0
ENST00000281924,ENSP00000281924,4,0
ENST00000356140,ENSP00000348459,2,0
ENST00000264157,ENSP00000264157,0,0
ENST00000392915,ENSP00000376647,0,0
ENST00000442034,ENSP00000411418,0,0
ENST00000264159,ENSP00000264159,2,0
ENST00000409606,ENSP00000387010,0,0
ENST00000272638,ENSP00000272638,0,0
ENST00000264162,ENSP00000264162,0,1
ENST00000264156,ENSP00000264156,0,0
ENST00000264161,ENSP00000264161,0,0
ENST00000409817,ENSP00000386884,1,0
ENST00000272643,ENSP00000272643,2,0
ENST00000410115,ENSP00000386940,1,0
ENST00000280098,ENSP00000280098,0,0
ENST00000272641,ENSP00000272641,0,0
ENST00000389484,ENSP00000374135,3,1
ENST00000409512,ENSP00000386731,0,1
ENST00000295095,ENSP00000295095,3,0
ENST00000392869,ENSP00000376608,1,0
ENST00000241416,ENSP00000241416,0,0
ENST00000392857,ENSP00000376597,1,0
ENST00000404807,ENSP00000384672,0,0
ENST00000258484,ENSP00000258484,0,0
ENST00000435030,ENSP00000393379,1,0
ENST00000409642,ENSP00000387077,1,0
ENST00000409381,ENSP00000386413,0,0
ENST00000422782,ENSP00000408331,0,0
ENST00000263895,ENSP00000263895,0,0
ENST00000331426,ENSP00000331211,0,0
ENST00000243346,ENSP00000243346,0,0
ENST00000243347,ENSP00000243347,0,0
ENST00000444746,ENSP00000390181,0,0
ENST00000618972,ENSP00000484342,2,0
ENST00000295087,ENSP00000295087,0,0
ENST00000539935,ENSP00000438949,4,0
ENST00000263904,ENSP00000263904,0,0
ENST00000288670,ENSP00000288670,2,0
ENST00000410080,ENSP00000386458,0,0
ENST00000326446,ENSP00000315357,1,1
ENST00000325926,ENSP00000314946,0,0
ENST00000409237,ENSP00000387239,1,0
ENST00000295101,ENSP00000295101,0,0
ENST00000339562,ENSP00000344479,0,0
ENST00000438166,ENSP00000409708,0,0
ENST00000259056,ENSP00000259056,0,0
ENST00000397283,ENSP00000380453,0,0
ENST00000264192,ENSP00000264192,0,0
ENST00000243349,ENSP00000243349,0,0
ENST00000410057,ENSP00000387127,0,0
ENST00000605860,ENSP00000474090,2,0
ENST00000409187,ENSP00000386674,0,0
ENST00000628904,ENSP00000486320,0,0
ENST00000343761,ENSP00000385306,0,0
ENST00000263635,ENSP00000263635,1,0
ENST00000392796,ENSP00000376545,0,0
ENST00000392783,ENSP00000376534,1,1
ENST00000409175,ENSP00000386830,1,0
ENST00000259053,ENSP00000259053,1,0
ENST00000504764,ENSP00000423463,1,0
ENST00000263636,ENSP00000263636,0,0
ENST00000283243,ENSP00000283243,0,0
ENST00000283249,ENSP00000283249,3,0
ENST00000348849,ENSP00000294904,1,0
ENST00000259075,ENSP00000259075,1,0
ENST00000409682,ENSP00000386541,1,0
ENST00000389554,ENSP00000374205,0,0
ENST00000446997,ENSP00000393066,2,0
ENST00000360534,ENSP00000353731,0,0
ENST00000375497,ENSP00000364647,0,0
ENST00000188790,ENSP00000188790,0,0
ENST00000437150,ENSP00000394842,0,0
ENST00000332142,ENSP00000331727,1,0
ENST00000333129,ENSP00000333836,2,0
ENST00000263915,ENSP00000263915,0,0
ENST00000629362,ENSP00000487041,0,0
ENST00000409058,ENSP00000387345,0,0
ENST00000360093,ENSP00000353206,0,0
ENST00000283256,ENSP00000283256,1,0
ENST00000409420,ENSP00000387195,0,0
ENST00000392701,ENSP00000376465,0,0
ENST00000243344,ENSP00000243344,0,0
ENST00000303395,ENSP00000303540,1,0
ENST00000409195,ENSP00000386840,2,0
ENST00000392690,ENSP00000376456,0,0
ENST00000355999,ENSP00000348278,0,0
ENST00000392687,ENSP00000376453,0,0
ENST00000444448,ENSP00000394051,0,0
ENST00000282074,ENSP00000282074,0,0
ENST00000375363,ENSP00000364512,0,0
ENST00000432060,ENSP00000389241,0,0
ENST00000263816,ENSP00000263816,0,0
ENST00000295240,ENSP00000295240,0,0
ENST00000513963,ENSP00000424363,0,0
ENST00000284669,ENSP00000284669,0,0
ENST00000453153,ENSP00000400513,0,0
ENST00000260970,ENSP00000260970,2,0
ENST00000447353,ENSP00000391504,0,0
ENST00000617738,ENSP00000481857,0,0
ENST00000272797,ENSP00000272797,0,0
ENST00000260956,ENSP00000260956,0,0
ENST00000410097,ENSP00000387056,0,0
ENST00000272793,ENSP00000272793,3,0
ENST00000408978,ENSP00000386213,0,0
ENST00000375281,ENSP00000364430,0,0
ENST00000409885,ENSP00000387298,0,0
ENST00000358196,ENSP00000350928,0,0
ENST00000234160,ENSP00000234160,0,0
ENST00000360843,ENSP00000354089,2,0
ENST00000612742,ENSP00000480056,1,0
ENST00000375255,ENSP00000364404,0,0
ENST00000321348,ENSP00000319141,0,0
ENST00000409773,ENSP00000386415,0,0
ENST00000422440,ENSP00000388658,0,0
ENST00000264108,ENSP00000264108,0,0
ENST00000315796,ENSP00000315152,0,0
ENST00000361725,ENSP00000354478,0,0
ENST00000234198,ENSP00000234198,0,0
ENST00000442250,ENSP00000406694,0,0
ENST00000392571,ENSP00000376352,0,0
ENST00000397081,ENSP00000380271,4,0
ENST00000409176,ENSP00000387259,3,0
ENST00000306721,ENSP00000306968,0,0
ENST00000310015,ENSP00000310301,0,0
ENST00000409546,ENSP00000386350,3,0
ENST00000394967,ENSP00000378418,0,0
ENST00000342016,ENSP00000339723,0,0
ENST00000272732,ENSP00000272732,0,0
ENST00000392552,ENSP00000376335,0,0
ENST00000272746,ENSP00000272746,0,0
ENST00000261007,ENSP00000261007,0,0
ENST00000409900,ENSP00000386741,0,0
ENST00000264110,ENSP00000264110,1,0
ENST00000284727,ENSP00000284727,0,0
ENST00000544803,ENSP00000440905,0,0
ENST00000308618,ENSP00000312385,0,0
ENST00000392539,ENSP00000376322,0,0
ENST00000406506,ENSP00000385586,0,0
ENST00000249504,ENSP00000249504,0,0
ENST00000249501,ENSP00000249501,0,0
ENST00000249499,ENSP00000249499,0,0
ENST00000313173,ENSP00000315949,0,0
ENST00000249440,ENSP00000249440,0,0
ENST00000468418,ENSP00000424734,0,0
ENST00000306324,ENSP00000302548,0,0
ENST00000331462,ENSP00000328598,0,0
ENST00000249442,ENSP00000249442,0,0
ENST00000392524,ENSP00000376309,0,0
ENST00000397062,ENSP00000380252,0,0
ENST00000264167,ENSP00000264167,0,0
ENST00000408939,ENSP00000386181,0,0
ENST00000355689,ENSP00000347915,0,0
ENST00000286063,ENSP00000286063,0,0
ENST00000358450,ENSP00000351232,0,0
ENST00000616198,ENSP00000482083,0,0
ENST00000392505,ENSP00000376293,2,0
ENST00000325748,ENSP00000318176,1,0
ENST00000424785,ENSP00000413152,0,0
ENST00000234453,ENSP00000234453,0,0
ENST00000589042,ENSP00000467141,1,0
ENST00000443758,ENSP00000390190,2,0
ENST00000428443,ENSP00000415332,0,0
ENST00000410066,ENSP00000386845,0,0
ENST00000410053,ENSP00000387006,0,0
ENST00000392415,ENSP00000376215,1,0
ENST00000397033,ENSP00000380227,0,1
ENST00000339098,ENSP00000341159,0,0
ENST00000295108,ENSP00000295108,0,0
ENST00000431877,ENSP00000388731,1,0
ENST00000280295,ENSP00000280295,0,0
ENST00000435564,ENSP00000410309,4,0
ENST00000264065,ENSP00000264065,0,0
ENST00000295113,ENSP00000295113,1,0
ENST00000360982,ENSP00000354251,0,0
ENST00000354221,ENSP00000346160,1,0
ENST00000295119,ENSP00000295119,0,0
ENST00000302277,ENSP00000303252,2,0
ENST00000424728,ENSP00000401306,1,1
ENST00000337859,ENSP00000338788,0,0
ENST00000261023,ENSP00000261023,0,0
ENST00000304698,ENSP00000304108,0,0
ENST00000295131,ENSP00000295131,0,0
ENST00000410068,ENSP00000387190,2,0
ENST00000233156,ENSP00000233156,0,0
ENST00000409609,ENSP00000386867,1,0
ENST00000308100,ENSP00000307860,0,0
ENST00000304636,ENSP00000304408,0,0
ENST00000374866,ENSP00000364000,0,0
ENST00000314761,ENSP00000314193,0,0
ENST00000261024,ENSP00000261024,0,0
ENST00000260952,ENSP00000260952,0,0
ENST00000313581,ENSP00000313513,0,0
ENST00000522700,ENSP00000429697,0,0
ENST00000392350,ENSP00000376161,0,0
ENST00000441310,ENSP00000406490,0,0
ENST00000443551,ENSP00000405225,0,0
ENST00000260950,ENSP00000260950,0,0
ENST00000359678,ENSP00000352706,0,0
ENST00000392329,ENSP00000376142,0,0
ENST00000281416,ENSP00000281416,0,0
ENST00000409150,ENSP00000386292,0,0
ENST00000409581,ENSP00000387089,0,0
ENST00000320717,ENSP00000317379,0,0
ENST00000361099,ENSP00000354394,1,0
ENST00000358470,ENSP00000351255,0,0
ENST00000392318,ENSP00000376132,0,0
ENST00000425611,ENSP00000403683,0,0
ENST00000304141,ENSP00000305675,0,0
ENST00000272771,ENSP00000272771,0,1
ENST00000409086,ENSP00000386766,1,0
ENST00000312428,ENSP00000311273,4,0
ENST00000409228,ENSP00000386853,2,0
ENST00000389175,ENSP00000373827,0,0
ENST00000263956,ENSP00000263956,0,0
ENST00000342506,ENSP00000339384,0,0
ENST00000354764,ENSP00000346809,1,0
ENST00000335508,ENSP00000335321,0,0
ENST00000263960,ENSP00000263960,0,0
ENST00000388968,ENSP00000373620,0,0
ENST00000233893,ENSP00000233893,0,0
ENST00000604458,ENSP00000474534,0,0
ENST00000323303,ENSP00000315702,0,0
ENST00000295049,ENSP00000295049,2,0
ENST00000282276,ENSP00000282276,0,0
ENST00000430004,ENSP00000397711,0,0
ENST00000428675,ENSP00000402861,1,0
ENST00000260926,ENSP00000260926,0,0
ENST00000622774,ENSP00000482786,0,0
ENST00000319974,ENSP00000312770,0,0
ENST00000354611,ENSP00000346627,0,0
ENST00000295079,ENSP00000295079,0,0
ENST00000619961,ENSP00000482515,1,0
ENST00000409157,ENSP00000386751,1,0
ENST00000357799,ENSP00000350447,1,0
ENST00000374700,ENSP00000363832,0,0
ENST00000452790,ENSP00000394316,0,0
ENST00000434813,ENSP00000394734,0,0
ENST00000409264,ENSP00000386893,0,0
ENST00000409020,ENSP00000386394,0,0
ENST00000234296,ENSP00000234296,0,0
ENST00000418596,ENSP00000393667,0,0
ENST00000454214,ENSP00000407336,0,0
ENST00000423241,ENSP00000399420,0,0
ENST00000286186,ENSP00000286186,0,0
ENST00000358485,ENSP00000351273,0,0
ENST00000405148,ENSP00000385098,0,0
ENST00000332624,ENSP00000328875,0,0
ENST00000194530,ENSP00000194530,0,0
ENST00000439140,ENSP00000409937,2,0
ENST00000409883,ENSP00000386264,1,0
ENST00000409474,ENSP00000387278,2,0
ENST00000264276,ENSP00000264276,0,0
ENST00000450471,ENSP00000406472,0,0
ENST00000286201,ENSP00000286201,0,0
ENST00000498697,ENSP00000419834,1,0
ENST00000409368,ENSP00000387204,0,0
ENST00000264279,ENSP00000264279,0,0
ENST00000374580,ENSP00000363708,0,0
ENST00000392238,ENSP00000376071,1,0
ENST00000617388,ENSP00000478645,0,0
ENST00000261015,ENSP00000261015,0,0
ENST00000402905,ENSP00000384006,1,0
ENST00000449802,ENSP00000399903,0,0
ENST00000429815,ENSP00000407860,0,0
ENST00000295851,ENSP00000295851,0,0
ENST00000630330,ENSP00000486548,0,0
ENST00000458610,ENSP00000393648,0,0
ENST00000316386,ENSP00000319476,0,0
ENST00000406610,ENSP00000385848,2,0
ENST00000360409,ENSP00000353582,0,0
ENST00000403263,ENSP00000384198,0,0
ENST00000455934,ENSP00000392709,0,0
ENST00000392222,ENSP00000376056,0,0
ENST00000437420,ENSP00000397535,0,0
ENST00000264377,ENSP00000264377,0,0
ENST00000452335,ENSP00000396593,0,0
ENST00000374412,ENSP00000363533,1,0
ENST00000403094,ENSP00000384929,0,0
ENST00000272852,ENSP00000272852,0,0
ENST00000309446,ENSP00000309570,1,0
ENST00000432329,ENSP00000387699,0,0
ENST00000272839,ENSP00000272839,0,0
ENST00000295414,ENSP00000295414,0,0
ENST00000295417,ENSP00000354607,0,0
ENST00000427836,ENSP00000417003,0,0
ENST00000264376,ENSP00000264376,0,0
ENST00000282141,ENSP00000282141,0,0
ENST00000260988,ENSP00000260988,0,0
ENST00000304502,ENSP00000302105,0,0
ENST00000341287,ENSP00000343171,0,0
ENST00000415913,ENSP00000390265,0,0
ENST00000264380,ENSP00000264380,1,0
ENST00000272847,ENSP00000272847,2,0
ENST00000360351,ENSP00000353508,0,0
ENST00000439458,ENSP00000391088,0,0
ENST00000359429,ENSP00000352401,0,0
ENST00000281772,ENSP00000281772,0,1
ENST00000233710,ENSP00000233710,0,0
ENST00000352451,ENSP00000307280,0,0
ENST00000233714,ENSP00000233714,0,0
ENST00000430249,ENSP00000402608,0,0
ENST00000342788,ENSP00000342235,2,1
ENST00000342002,ENSP00000342876,0,0
ENST00000331683,ENSP00000332592,6,0
ENST00000312504,ENSP00000308976,3,0
ENST00000260947,ENSP00000260947,4,0
ENST00000272895,ENSP00000272895,1,1
ENST00000236959,ENSP00000236959,0,0
ENST00000354785,ENSP00000346839,0,0
ENST00000620139,ENSP00000484331,0,0
ENST00000265322,ENSP00000265322,0,0
ENST00000437356,ENSP00000401305,0,0
ENST00000392132,ENSP00000375977,0,0
ENST00000273067,ENSP00000273067,0,0
ENST00000358207,ENSP00000350940,0,0
ENST00000491306,ENSP00000418082,0,0
ENST00000233809,ENSP00000233809,0,0
ENST00000233813,ENSP00000233813,0,0
ENST00000236979,ENSP00000236979,0,0
ENST00000374155,ENSP00000363270,0,0
ENST00000318507,ENSP00000319635,1,0
ENST00000295683,ENSP00000295683,0,0
ENST00000315717,ENSP00000327137,0,0
ENST00000479077,ENSP00000430698,0,0
ENST00000444053,ENSP00000403343,0,0
ENST00000273077,ENSP00000273077,0,1
ENST00000258412,ENSP00000258412,0,0
ENST00000289388,ENSP00000289388,0,0
ENST00000233202,ENSP00000233202,0,0
ENST00000428361,ENSP00000403256,0,0
ENST00000248444,ENSP00000248444,0,0
ENST00000418019,ENSP00000396585,0,0
ENST00000627282,ENSP00000486540,0,0
ENST00000432688,ENSP00000396185,0,0
ENST00000449707,ENSP00000408643,0,0
ENST00000392110,ENSP00000375958,0,0
ENST00000295704,ENSP00000295704,0,0
ENST00000295709,ENSP00000295709,1,0
ENST00000392102,ENSP00000375951,0,0
ENST00000258415,ENSP00000258415,0,0
ENST00000529249,ENSP00000436068,0,0
ENST00000233948,ENSP00000233948,0,0
ENST00000258411,ENSP00000258411,0,0
ENST00000302625,ENSP00000304250,0,0
ENST00000295727,ENSP00000295727,0,0
ENST00000295728,ENSP00000295728,0,0
ENST00000453220,ENSP00000409117,1,0
ENST00000295731,ENSP00000295731,0,0
ENST00000409720,ENSP00000387290,0,0
ENST00000318673,ENSP00000320919,0,0
ENST00000455516,ENSP00000406546,0,0
ENST00000360507,ENSP00000353698,0,0
ENST00000430297,ENSP00000395249,0,0
ENST00000289528,ENSP00000289528,0,0
ENST00000265316,ENSP00000265316,0,0
ENST00000446716,ENSP00000398528,0,0
ENST00000409618,ENSP00000386710,0,0
ENST00000410034,ENSP00000386337,0,0
ENST00000392089,ENSP00000375939,0,0
ENST00000409260,ENSP00000387156,0,0
ENST00000248437,ENSP00000248437,0,0
ENST00000490341,ENSP00000487719,0,0
ENST00000336576,ENSP00000338019,0,0
ENST00000295718,ENSP00000295718,0,0
ENST00000333527,ENSP00000330269,0,0
ENST00000523282,ENSP00000431076,0,0
ENST00000373960,ENSP00000363071,0,0
ENST00000312358,ENSP00000311684,0,0
ENST00000373917,ENSP00000363027,0,0
ENST00000358078,ENSP00000350786,0,0
ENST00000243776,ENSP00000243776,0,0
ENST00000344458,ENSP00000343507,0,0
ENST00000404537,ENSP00000385636,0,0
ENST00000243786,ENSP00000243786,0,0
ENST00000456909,ENSP00000389383,0,0
ENST00000273063,ENSP00000273063,0,0
ENST00000281821,ENSP00000281821,0,0
ENST00000392069,ENSP00000375921,2,0
ENST00000295226,ENSP00000295226,0,0
ENST00000321276,ENSP00000315137,0,1
ENST00000281828,ENSP00000281828,0,0
ENST00000446656,ENSP00000406674,0,0
ENST00000357430,ENSP00000350012,0,0
ENST00000281830,ENSP00000281830,0,0
ENST00000305409,ENSP00000304133,0,0
ENST00000443700,ENSP00000397155,2,0
ENST00000233055,ENSP00000233055,0,0
ENST00000258383,ENSP00000258383,1,0
ENST00000447280,ENSP00000415786,0,0
ENST00000409685,ENSP00000386895,0,0
ENST00000264414,ENSP00000264414,1,0
ENST00000305123,ENSP00000304895,0,0
ENST00000392062,ENSP00000375914,0,0
ENST00000396625,ENSP00000379866,3,0
ENST00000396578,ENSP00000379823,1,0
ENST00000353339,ENSP00000302037,1,0
ENST00000304568,ENSP00000303028,0,0
ENST00000409979,ENSP00000387282,2,0
ENST00000358813,ENSP00000351671,0,0
ENST00000309931,ENSP00000311899,0,0
ENST00000392056,ENSP00000375909,1,0
ENST00000354069,ENSP00000283937,0,0
ENST00000341772,ENSP00000345229,1,0
ENST00000389044,ENSP00000373696,1,0
ENST00000283946,ENSP00000283946,4,1
ENST00000295190,ENSP00000295190,1,0
ENST00000258381,ENSP00000258381,0,0
ENST00000392045,ENSP00000375899,2,0
ENST00000415673,ENSP00000397911,1,0
ENST00000340126,ENSP00000343023,0,0
ENST00000409788,ENSP00000386238,0,0
ENST00000326427,ENSP00000322730,1,0
ENST00000392039,ENSP00000375893,0,0
ENST00000373640,ENSP00000362743,0,0
ENST00000308696,ENSP00000309474,0,0
ENST00000258400,ENSP00000258400,0,0
ENST00000614261,ENSP00000484241,4,0
ENST00000287590,ENSP00000287590,0,0
ENST00000322723,ENSP00000318195,0,0
ENST00000305141,ENSP00000305877,0,0
ENST00000313965,ENSP00000315557,0,0
ENST00000412128,ENSP00000406903,0,0
ENST00000287600,ENSP00000287600,0,0
ENST00000410017,ENSP00000386880,0,0
ENST00000295440,ENSP00000295440,0,0
ENST00000409307,ENSP00000386799,3,0
ENST00000392027,ENSP00000375881,0,0
ENST00000295453,ENSP00000295453,0,0
ENST00000295463,ENSP00000295463,0,0
ENST00000304546,ENSP00000302051,0,0
ENST00000449534,ENSP00000473410,0,0
ENST00000258385,ENSP00000258385,0,0
ENST00000389494,ENSP00000374145,0,0
ENST00000408957,ENSP00000386186,0,0
ENST00000258416,ENSP00000258416,0,0
ENST00000264059,ENSP00000264059,0,0
ENST00000409480,ENSP00000386765,0,0
ENST00000410029,ENSP00000386251,0,0
ENST00000409533,ENSP00000387130,0,0
ENST00000264051,ENSP00000264051,0,0
ENST00000233840,ENSP00000233840,0,0
